,BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,Neighborhood,NumberofBuildings,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance,Autre,Bureau,Commercial,Hotel / Restaurant,Industrial,Loisirs,Public,Residential,Santé,Scolaire,Service,industrial
421,NonResidential,Bureau,1986,5,154029,Bureau,MAGNOLIA / QUEEN ANNE,1.0,95.0,4636396.5,58.88,3.266211462468894,0,1,0,0,0,0,0,0,0,0,0,0
422,NonResidential,Autre,2005,3,161789,Autre,NORTHWEST,1.0,,6963616.5,49.28,11.891611865126078,1,0,0,0,0,0,0,0,0,0,0,0
423,NonResidential,Santé,2005,3,63909,Santé,NORTHWEST,1.0,,4765753.5,33.22,12.284188693600607,0,0,0,0,0,0,0,0,1,0,0,0
424,NonResidential,Industrial,1948,2,53472,Industrial,NORTHWEST,1.0,,971155.625,34.0,10.65283939330411,0,0,0,0,1,0,0,0,0,0,0,0
425,NonResidential,Industrial,1980,1,50417,Industrial,GREATER DUWAMISH,1.0,14.0,1847401.0,58.67,8.565272180613968,0,0,0,0,1,0,0,0,0,0,0,0
426,NonResidential,Hotel / Restaurant,1900,1,43728,Hotel / Restaurant,DOWNTOWN,1.0,,11508035.0,611.19,0.8746826287947235,0,0,0,1,0,0,0,0,0,0,0,0
427,NonResidential,Santé,1961,3,133298,Santé,NORTHWEST,1.0,21.0,15640994.0,295.48,11.426762091837949,0,0,0,0,0,0,0,0,1,0,0,0
428,NonResidential,Commercial,1965,2,168619,Commercial,NORTH,1.0,78.0,6455828.5,91.1,11.846035206925366,0,0,1,0,0,0,0,0,0,0,0,0
429,NonResidential,Autre,2002,5,251827,Autre,LAKE UNION,1.0,,47102428.0,1156.45,4.07563436004869,1,0,0,0,0,0,0,0,0,0,0,0
430,NonResidential,Bureau,2000,4,175885,Bureau,LAKE UNION,1.0,91.0,6486377.5,45.22,2.85781058440628,0,1,0,0,0,0,0,0,0,0,0,0
431,NonResidential,Industrial,1969,2,104786,Industrial,GREATER DUWAMISH,1.0,93.0,1028376.875,23.86,4.794422763049883,0,0,0,0,1,0,0,0,0,0,0,0
432,NonResidential,Autre,2000,1,53040,Autre,GREATER DUWAMISH,1.0,,1770027.5,49.9,5.114410859911126,1,0,0,0,0,0,0,0,0,0,0,0
433,NonResidential,Autre,1973,1,110689,Autre,GREATER DUWAMISH,1.0,,2339814.25,107.83,5.230668736038711,1,0,0,0,0,0,0,0,0,0,0,0
434,NonResidential,Bureau,1948,1,53620,Bureau,GREATER DUWAMISH,1.0,86.0,2058955.25,22.12,5.34426765407651,0,1,0,0,0,0,0,0,0,0,0,0
435,NonResidential,Bureau,1938,1,50008,Bureau,GREATER DUWAMISH,1.0,62.0,3202213.0,65.3,5.325619306554311,0,1,0,0,0,0,0,0,0,0,0,0
436,NonResidential,Bureau,2009,4,291176,Bureau,MAGNOLIA / QUEEN ANNE,1.0,98.0,6657348.5,49.74,2.7926202673933602,0,1,0,0,0,0,0,0,0,0,0,0
437,NonResidential,Industrial,1957,1,50832,Industrial,GREATER DUWAMISH,1.0,63.0,2551022.25,107.16,4.362459042742761,0,0,0,0,1,0,0,0,0,0,0,0
438,NonResidential,Industrial,1971,1,76354,industrial,GREATER DUWAMISH,1.0,70.0,2843033.5,20.29,4.892771449477141,0,0,0,0,0,0,0,0,0,0,0,1
439,NonResidential,Industrial,1956,1,98480,Industrial,GREATER DUWAMISH,1.0,65.0,2831565.5,39.5,4.442388602707631,0,0,0,0,1,0,0,0,0,0,0,0
440,NonResidential,Autre,1904,2,53002,Commercial,LAKE UNION,1.0,75.0,3441643.25,64.0,6.625266392478103,0,0,1,0,0,0,0,0,0,0,0,0
441,NonResidential,Autre,2008,3,175918,Bureau,LAKE UNION,1.0,,22530168.0,640.71,4.057870670859121,0,1,0,0,0,0,0,0,0,0,0,0
442,NonResidential,Autre,1920,3,169785,Autre,LAKE UNION,1.0,,19155416.0,406.02,3.654469395912574,1,0,0,0,0,0,0,0,0,0,0,0
443,NonResidential,Bureau,1971,11,124721,Bureau,LAKE UNION,1.0,58.0,13898181.0,365.79,3.185085958873648,0,1,0,0,0,0,0,0,0,0,0,0
444,NonResidential,Bureau,1970,7,94002,Bureau,LAKE UNION,1.0,70.0,5662234.0,39.47,3.5868056833318946,0,1,0,0,0,0,0,0,0,0,0,0
445,NonResidential,Industrial,1974,1,93020,Industrial,GREATER DUWAMISH,1.0,60.0,1252323.875,8.73,5.564755304563863,0,0,0,0,1,0,0,0,0,0,0,0
446,NonResidential,Autre,1946,1,23000,Autre,DOWNTOWN,1.0,,711118.375,25.74,1.426647691896798,1,0,0,0,0,0,0,0,0,0,0,0
447,NonResidential,Commercial,2002,1,61053,Commercial,SOUTHEAST,1.0,32.0,13133225.0,306.5,11.019532191035582,0,0,1,0,0,0,0,0,0,0,0,0
448,NonResidential,Bureau,1913,7,154159,Bureau,DOWNTOWN,5.0,100.0,11195917.0,29.43,1.3357643951382023,0,1,0,0,0,0,0,0,0,0,0,0
449,NonResidential,Bureau,1904,5,78920,Bureau,DOWNTOWN,1.0,88.0,2830674.75,19.73,1.3868748323581979,0,1,0,0,0,0,0,0,0,0,0,0
450,NonResidential,Bureau,1906,7,99440,Bureau,DOWNTOWN,1.0,64.0,6606832.5,134.69,1.4373685618723695,0,1,0,0,0,0,0,0,0,0,0,0
451,NonResidential,Bureau,1907,6,73260,Bureau,DOWNTOWN,1.0,82.0,2853189.5,19.89,1.3998372317520373,0,1,0,0,0,0,0,0,0,0,0,0
452,NonResidential,Bureau,1900,4,69817,Bureau,DOWNTOWN,1.0,87.0,2178074.5,76.8,1.3624949562166986,0,1,0,0,0,0,0,0,0,0,0,0
453,NonResidential,Bureau,1900,4,84750,Bureau,DOWNTOWN,1.0,,2094724.625,26.04,1.3508254562503252,0,1,0,0,0,0,0,0,0,0,0,0
454,NonResidential,Bureau,1900,6,75496,Bureau,DOWNTOWN,1.0,,3570161.75,24.89,1.4326752489111243,0,1,0,0,0,0,0,0,0,0,0,0
455,NonResidential,Bureau,1900,4,164380,Bureau,DOWNTOWN,1.0,79.0,7655751.0,130.31,1.4642197984947138,0,1,0,0,0,0,0,0,0,0,0,0
456,NonResidential,Bureau,1907,7,160580,Bureau,DOWNTOWN,1.0,98.0,4336187.5,99.59,1.5290698206115003,0,1,0,0,0,0,0,0,0,0,0,0
457,NonResidential,Bureau,1909,6,73470,Bureau,DOWNTOWN,1.0,83.0,3212269.0,22.39,1.681453926409301,0,1,0,0,0,0,0,0,0,0,0,0
458,Nonresidential COS,Autre,1906,3,67755,Autre,DOWNTOWN,1.0,,1904480.0,13.28,1.6758939638508121,1,0,0,0,0,0,0,0,0,0,0,0
459,NonResidential,Autre,1910,3,56700,Bureau,GREATER DUWAMISH,1.0,37.0,2371575.0,31.58,1.9697714415315533,0,1,0,0,0,0,0,0,0,0,0,0
460,NonResidential,Industrial,1922,1,82852,Industrial,GREATER DUWAMISH,1.0,83.0,2153603.5,65.56,2.10883195114013,0,0,0,0,1,0,0,0,0,0,0,0
461,NonResidential,Autre,1953,2,76442,Autre,GREATER DUWAMISH,1.0,,3978277.0,132.6,2.981558012197046,1,0,0,0,0,0,0,0,0,0,0,0
462,NonResidential,Industrial,1962,2,92792,Industrial,GREATER DUWAMISH,1.0,56.0,3155496.0,74.18,3.283797201345769,0,0,0,0,1,0,0,0,0,0,0,0
463,NonResidential,Autre,1941,2,125519,Industrial,GREATER DUWAMISH,2.0,,2244317.0,15.65,2.4493550740080257,0,0,0,0,1,0,0,0,0,0,0,0
464,NonResidential,Bureau,1900,4,129000,Bureau,GREATER DUWAMISH,1.0,80.0,4374646.0,30.5,2.4898191894384363,0,1,0,0,0,0,0,0,0,0,0,0
465,NonResidential,Industrial,1954,1,78814,Industrial,GREATER DUWAMISH,1.0,69.0,861972.875,16.48,2.1617269018669374,0,0,0,0,1,0,0,0,0,0,0,0
466,NonResidential,Bureau,1904,4,58970,Bureau,GREATER DUWAMISH,1.0,,1776411.75,41.18,1.5847325900029052,0,1,0,0,0,0,0,0,0,0,0,0
467,NonResidential,Industrial,1910,6,75600,Industrial,GREATER DUWAMISH,1.0,15.0,2688675.75,18.74,1.6366760042342843,0,0,0,0,1,0,0,0,0,0,0,0
468,NonResidential,Industrial,1907,4,56270,Industrial,GREATER DUWAMISH,1.0,,1056782.125,7.37,1.660246135232485,0,0,0,0,1,0,0,0,0,0,0,0
469,NonResidential,Bureau,1904,4,66842,Bureau,DOWNTOWN,1.0,31.0,5608600.5,138.35,1.463652736059612,0,1,0,0,0,0,0,0,0,0,0,0
470,NonResidential,Bureau,1909,6,75288,Bureau,DOWNTOWN,1.0,81.0,2891605.0,20.18,1.5004230090562167,0,1,0,0,0,0,0,0,0,0,0,0
471,NonResidential,Bureau,1904,7,184322,Bureau,DOWNTOWN,1.0,81.0,9722890.0,67.78,1.3507790587718507,0,1,0,0,0,0,0,0,0,0,0,0
472,NonResidential,Bureau,2009,7,287853,Bureau,DOWNTOWN,1.0,43.0,25567108.0,182.14,1.3727604288538564,0,1,0,0,0,0,0,0,0,0,0,0
473,NonResidential,Bureau,1914,2,64512,Bureau,GREATER DUWAMISH,1.0,53.0,5968153.5,180.76,1.7082251434351914,0,1,0,0,0,0,0,0,0,0,0,0
474,NonResidential,Autre,2009,6,286000,Autre,GREATER DUWAMISH,1.0,,63835192.0,445.62,1.8940032601753887,1,0,0,0,0,0,0,0,0,0,0,0
475,NonResidential,Industrial,1926,7,144050,Industrial,GREATER DUWAMISH,1.0,26.0,3929371.0,98.43,2.447211579198766,0,0,0,0,1,0,0,0,0,0,0,0
476,NonResidential,Bureau,1930,3,60592,Bureau,GREATER DUWAMISH,1.0,16.0,5049446.5,47.25,2.5563801150962844,0,1,0,0,0,0,0,0,0,0,0,0
477,NonResidential,Bureau,1912,6,1380959,Bureau,GREATER DUWAMISH,1.0,79.0,74130576.0,810.7,2.600661073935788,0,1,0,0,0,0,0,0,0,0,0,0
478,NonResidential,Commercial,1993,1,107930,Commercial,GREATER DUWAMISH,1.0,57.0,7221482.5,100.42,2.9319220092609655,0,0,1,0,0,0,0,0,0,0,0,0
479,NonResidential,Industrial,1926,1,99084,Industrial,GREATER DUWAMISH,1.0,83.0,1618110.375,49.25,3.7067342310562887,0,0,0,0,1,0,0,0,0,0,0,0
480,NonResidential,Industrial,1953,1,72719,Industrial,Delridge,1.0,28.0,2581741.75,42.74,3.974365089888904,0,0,0,0,1,0,0,0,0,0,0,0
481,NonResidential,Bureau,1930,4,76624,Bureau,EAST,1.0,91.0,2773647.5,33.41,1.9860718562829722,0,1,0,0,0,0,0,0,0,0,0,0
482,NonResidential,Bureau,2001,6,91706,Bureau,NORTHEAST,1.0,2.0,8570571.0,59.75,7.081957611918901,0,1,0,0,0,0,0,0,0,0,0,0
483,NonResidential,Santé,2008,5,129093,Santé,LAKE UNION,1.0,6.0,19248732.0,477.85,2.7255303579558996,0,0,0,0,0,0,0,0,1,0,0,0
484,NonResidential,Bureau,1991,5,138106,Bureau,DELRIDGE,1.0,41.0,8381834.5,58.43,3.9673492420368732,0,1,0,0,0,0,0,0,0,0,0,0
485,NonResidential,Commercial,1973,1,56572,Commercial,GREATER DUWAMISH,1.0,66.0,2409429.0,67.29,4.5094901774444835,0,0,1,0,0,0,0,0,0,0,0,0
487,NonResidential,Santé,2004,2,225982,Santé,EAST,1.0,53.0,20560622.0,692.12,2.290414953889123,0,0,0,0,0,0,0,0,1,0,0,0
488,NonResidential,Autre,2006,2,516407,Autre,DOWNTOWN,1.0,31.0,39403320.0,734.72,2.010405363659036,1,0,0,0,0,0,0,0,0,0,0,0
489,NonResidential,Bureau,2000,11,312512,Bureau,DOWNTOWN,1.0,,25747022.0,185.39,1.8601849605754899,0,1,0,0,0,0,0,0,0,0,0,0
490,NonResidential,Bureau,2005,42,1592914,Bureau,DOWNTOWN,1.0,97.0,56498868.0,481.06,1.165335397160474,0,1,0,0,0,0,0,0,0,0,0,0
491,NonResidential,Bureau,1926,6,97720,Bureau,DOWNTOWN,1.0,,2478025.25,17.28,1.4768377197946412,0,1,0,0,0,0,0,0,0,0,0,0
492,NonResidential,Santé,1985,10,422503,Santé,EAST,1.0,46.0,17254810.0,190.1,2.3529105149017413,0,0,0,0,0,0,0,0,1,0,0,0
493,NonResidential,Santé,1987,7,94500,Santé,CENTRAL,1.0,68.0,5792926.0,40.38,3.0596392203568246,0,0,0,0,0,0,0,0,1,0,0,0
494,NonResidential,Commercial,2005,1,94713,Commercial,DELRIDGE,1.0,79.0,5417598.0,94.74,7.390626737690582,0,0,1,0,0,0,0,0,0,0,0,0
495,NonResidential,Santé,2008,9,302902,Santé,EAST,1.0,58.0,14751117.0,130.32,1.7787519683362072,0,0,0,0,0,0,0,0,1,0,0,0
496,NonResidential,Santé,1973,19,319911,Santé,EAST,1.0,50.0,15067340.0,357.39,2.115359264163225,0,0,0,0,0,0,0,0,1,0,0,0
497,NonResidential,Bureau,1900,6,205521,Bureau,DOWNTOWN,1.0,94.0,8138616.5,282.46,1.2003407351748572,0,1,0,0,0,0,0,0,0,0,0,0
498,NonResidential,Bureau,1900,6,56700,Bureau,DOWNTOWN,1.0,55.0,3065954.5,21.37,1.2872213121354326,0,1,0,0,0,0,0,0,0,0,0,0
499,NonResidential,Bureau,1925,4,72000,Bureau,GREATER DUWAMISH,1.0,89.0,2729167.75,23.48,2.156053487428927,0,1,0,0,0,0,0,0,0,0,0,0
500,NonResidential,Bureau,2000,4,191146,Bureau,MAGNOLIA / QUEEN ANNE,1.0,93.0,5101504.5,35.56,3.5358660374600266,0,1,0,0,0,0,0,0,0,0,0,0
501,NonResidential,Autre,2001,3,68763,Loisirs,DELRIDGE,1.0,,9029489.0,310.19,4.015337513638969,0,0,0,0,0,1,0,0,0,0,0,0
502,NonResidential,Autre,1994,1,102133,Commercial,SOUTHEAST,3.0,,20725996.0,530.62,5.965512879256593,0,0,1,0,0,0,0,0,0,0,0,0
504,NonResidential,Bureau,2008,14,362046,Bureau,DOWNTOWN,1.0,86.0,15725581.0,116.95,1.9162462416869306,0,1,0,0,0,0,0,0,0,0,0,0
506,NonResidential,Autre,1994,2,81336,Loisirs,MAGNOLIA / QUEEN ANNE,3.0,,13085297.0,270.17,2.490850172795793,0,0,0,0,0,1,0,0,0,0,0,0
507,NonResidential,Bureau,2001,23,538933,Bureau,DOWNTOWN,1.0,90.0,16020642.0,111.69,1.725160364669503,0,1,0,0,0,0,0,0,0,0,0,0
509,NonResidential,Autre,1983,6,275982,Autre,DOWNTOWN,1.0,,5233553.5,36.49,1.1100687370110285,1,0,0,0,0,0,0,0,0,0,0,0
510,NonResidential,Bureau,1982,5,98668,Bureau,MAGNOLIA / QUEEN ANNE,1.0,91.0,4391348.0,30.61,2.5728562158006194,0,1,0,0,0,0,0,0,0,0,0,0
511,NonResidential,Bureau,2007,1,158931,Bureau,GREATER DUWAMISH,1.0,12.0,8751704.0,98.54,3.711689343887447,0,1,0,0,0,0,0,0,0,0,0,0
512,NonResidential,Bureau,1978,1,105100,Bureau,MAGNOLIA / QUEEN ANNE,1.0,1.0,22078064.0,357.86,6.218890423791961,0,1,0,0,0,0,0,0,0,0,0,0
513,NonResidential,Commercial,2008,1,57176,Commercial,MAGNOLIA / QUEEN ANNE,1.0,31.0,12525174.0,0.0,4.318475209884603,0,0,1,0,0,0,0,0,0,0,0,0
514,NonResidential,Commercial,1978,1,50660,Commercial,MAGNOLIA / QUEEN ANNE,1.0,51.0,2661488.0,60.7,3.88550978795,0,0,1,0,0,0,0,0,0,0,0,0
515,NonResidential,Bureau,1937,2,61929,Bureau,MAGNOLIA / QUEEN ANNE,1.0,59.0,2203026.5,55.73,3.702063723801368,0,1,0,0,0,0,0,0,0,0,0,0
516,NonResidential,Bureau,2000,4,165111,Bureau,MAGNOLIA / QUEEN ANNE,1.0,1.0,25478086.0,177.62,2.4906725238030507,0,1,0,0,0,0,0,0,0,0,0,0
517,NonResidential,Bureau,2000,4,129551,Bureau,MAGNOLIA / QUEEN ANNE,1.0,1.0,27137190.0,189.18,2.3931774392330363,0,1,0,0,0,0,0,0,0,0,0,0
518,NonResidential,Bureau,1925,3,20565,Bureau,DOWNTOWN,1.0,65.0,802312.5,5.59,1.493905198087996,0,1,0,0,0,0,0,0,0,0,0,0
519,NonResidential,Bureau,2000,5,159937,Bureau,MAGNOLIA / QUEEN ANNE,1.0,63.0,7857972.5,54.78,2.312841469039728,0,1,0,0,0,0,0,0,0,0,0,0
520,NonResidential,Bureau,2008,5,183964,Bureau,MAGNOLIA / QUEEN ANNE,1.0,56.0,14856199.0,103.57,2.201793090680047,0,1,0,0,0,0,0,0,0,0,0,0
521,NonResidential,Bureau,1986,5,208210,Bureau,MAGNOLIA / QUEEN ANNE,1.0,95.0,5514308.5,116.74,1.9237017579395002,0,1,0,0,0,0,0,0,0,0,0,0
522,NonResidential,Bureau,1986,7,277486,Bureau,DOWNTOWN,1.0,63.0,12729858.0,88.74,1.8127114670461562,0,1,0,0,0,0,0,0,0,0,0,0
523,NonResidential,Bureau,1993,3,187130,Bureau,DOWNTOWN,1.0,77.0,10053489.0,70.09,1.2900421645551512,0,1,0,0,0,0,0,0,0,0,0,0
524,NonResidential,Bureau,2000,5,251044,Bureau,DOWNTOWN,1.0,99.0,17186624.0,119.81,1.1567888932740527,0,1,0,0,0,0,0,0,0,0,0,0
525,NonResidential,Industrial,1912,5,154330,Industrial,DOWNTOWN,1.0,81.0,1262235.25,8.8,0.9741940966142592,0,0,0,0,1,0,0,0,0,0,0,0
526,NonResidential,Bureau,1918,6,108245,Bureau,DOWNTOWN,1.0,,4515180.5,50.17,0.9837456292073099,0,1,0,0,0,0,0,0,0,0,0,0
527,NonResidential,Bureau,1905,6,167860,Bureau,DOWNTOWN,1.0,70.0,6797647.0,47.39,1.086636557081669,0,1,0,0,0,0,0,0,0,0,0,0
528,NonResidential,Bureau,1910,6,112560,Bureau,DOWNTOWN,1.0,86.0,4946798.5,97.82,1.1475083871594631,0,1,0,0,0,0,0,0,0,0,0,0
529,NonResidential,Commercial,1910,6,86204,Autre,DOWNTOWN,1.0,89.0,3241917.0,69.02,1.162181358810107,1,0,0,0,0,0,0,0,0,0,0,0
530,Nonresidential COS,Industrial,1985,2,145158,Industrial,GREATER DUWAMISH,1.0,51.0,8384523.0,119.46,2.994104824742408,0,0,0,0,1,0,0,0,0,0,0,0
531,NonResidential,Bureau,1951,2,112896,Bureau,GREATER DUWAMISH,1.0,66.0,10287986.0,157.48,2.7882991161498625,0,1,0,0,0,0,0,0,0,0,0,0
532,NonResidential,Industrial,1960,1,110613,Industrial,GREATER DUWAMISH,1.0,95.0,1015060.188,7.08,2.643432204080054,0,0,0,0,1,0,0,0,0,0,0,0
533,NonResidential,Industrial,1951,4,149881,Industrial,GREATER DUWAMISH,1.0,97.0,2417401.25,95.86,2.736827246302058,0,0,0,0,1,0,0,0,0,0,0,0
534,NonResidential,Industrial,1951,3,98220,Industrial,GREATER DUWAMISH,1.0,12.0,6468090.0,75.29,3.1362339511676063,0,0,0,0,1,0,0,0,0,0,0,0
535,NonResidential,Industrial,1970,1,84420,Industrial,GREATER DUWAMISH,1.0,55.0,2848317.25,19.86,3.206048869065541,0,0,0,0,1,0,0,0,0,0,0,0
536,NonResidential,Industrial,1961,1,73335,Industrial,GREATER DUWAMISH,1.0,,5197118.0,155.74,4.011250599173299,0,0,0,0,1,0,0,0,0,0,0,0
537,NonResidential,Industrial,1928,2,56876,Industrial,GREATER DUWAMISH,1.0,,1791715.625,48.5,3.0961598769270404,0,0,0,0,1,0,0,0,0,0,0,0
538,NonResidential,Industrial,1931,2,61200,Industrial,GREATER DUWAMISH,1.0,16.0,4912143.0,178.62,2.81644855380189,0,0,0,0,1,0,0,0,0,0,0,0
539,NonResidential,Industrial,1987,1,111908,Industrial,GREATER DUWAMISH,1.0,87.0,1555420.25,34.14,2.4750793426663575,0,0,0,0,1,0,0,0,0,0,0,0
540,NonResidential,Autre,1986,2,63644,Public,GREATER DUWAMISH,3.0,,6858533.5,168.5,2.17571510425203,0,0,0,0,0,0,1,0,0,0,0,0
541,NonResidential,Autre,1930,2,108753,Industrial,GREATER DUWAMISH,3.0,,3639670.25,25.37,1.9559185423169687,0,0,0,0,1,0,0,0,0,0,0,0
542,NonResidential,Commercial,1970,1,141890,Commercial,NORTHWEST,1.0,91.0,16865978.0,293.56,9.96269251409655,0,0,1,0,0,0,0,0,0,0,0,0
543,NonResidential,Bureau,2001,4,92092,Bureau,BALLARD,1.0,5.0,4817062.0,33.58,6.9968154288865465,0,1,0,0,0,0,0,0,0,0,0,0
544,NonResidential,Industrial,1974,3,56259,Industrial,MAGNOLIA / QUEEN ANNE,1.0,,2346571.5,86.9,6.771662247674069,0,0,0,0,1,0,0,0,0,0,0,0
545,NonResidential,Autre,2006,6,143439,Autre,NORTHEAST,1.0,,25631512.0,710.7,6.291333796787489,1,0,0,0,0,0,0,0,0,0,0,0
546,NonResidential,Bureau,2008,4,202623,Bureau,LAKE UNION,1.0,73.0,8873485.0,61.86,5.189071009250014,0,1,0,0,0,0,0,0,0,0,0,0
547,NonResidential,Bureau,2000,2,77174,Bureau,LAKE UNION,1.0,33.0,5481549.0,38.21,5.205676816381864,0,1,0,0,0,0,0,0,0,0,0,0
548,NonResidential,Bureau,1998,5,110524,Bureau,MAGNOLIA / QUEEN ANNE,1.0,57.0,6859198.0,47.82,2.939348846167251,0,1,0,0,0,0,0,0,0,0,0,0
549,NonResidential,Autre,2008,5,287224,Autre,LAKE UNION,1.0,,21042926.0,314.43,3.3952657381957008,1,0,0,0,0,0,0,0,0,0,0,0
550,NonResidential,Santé,1999,4,115748,Santé,LAKE UNION,1.0,,36436388.0,1154.79,3.646465990391757,0,0,0,0,0,0,0,0,1,0,0,0
551,NonResidential,Bureau,2000,7,241875,Bureau,MAGNOLIA / QUEEN ANNE,1.0,88.0,8655604.0,68.06,2.2705053300509856,0,1,0,0,0,0,0,0,0,0,0,0
552,NonResidential,Bureau,1974,5,102930,Bureau,MAGNOLIA / QUEEN ANNE,1.0,85.0,4750799.0,65.03,1.9248724818135425,0,1,0,0,0,0,0,0,0,0,0,0
553,NonResidential,Bureau,1902,3,76893,Bureau,DOWNTOWN,1.0,,12029600.0,260.13,1.394699216304998,0,1,0,0,0,0,0,0,0,0,0,0
554,NonResidential,Bureau,1975,8,150000,Bureau,DOWNTOWN,1.0,65.0,9343428.0,119.93,1.6693265472525107,0,1,0,0,0,0,0,0,0,0,0,0
555,NonResidential,Bureau,1953,7,274362,Bureau,DOWNTOWN,1.0,82.0,16540550.0,147.82,2.0224909535240023,0,1,0,0,0,0,0,0,0,0,0,0
556,NonResidential,Bureau,1983,15,378002,Bureau,DOWNTOWN,1.0,85.0,17750994.0,246.83,1.671737745255441,0,1,0,0,0,0,0,0,0,0,0,0
557,NonResidential,Bureau,1963,11,169020,Bureau,DOWNTOWN,1.0,83.0,11480494.0,346.62,1.6302508318155424,0,1,0,0,0,0,0,0,0,0,0,0
558,NonResidential,Autre,1981,33,429405,Industrial,DOWNTOWN,1.0,98.0,274682208.0,1921.82,1.6325131904420238,0,0,0,0,1,0,0,0,0,0,0,0
559,NonResidential,Bureau,1985,76,1952220,Bureau,DOWNTOWN,1.0,86.0,92937640.0,882.56,1.5767023773681714,0,1,0,0,0,0,0,0,0,0,0,0
560,NonResidential,Bureau,1981,19,383515,Bureau,DOWNTOWN,1.0,90.0,15878689.0,110.7,1.802214652222112,0,1,0,0,0,0,0,0,0,0,0,0
561,NonResidential,Santé,1925,18,363934,Santé,DOWNTOWN,1.0,68.0,22104512.0,582.28,1.5959555081791064,0,0,0,0,0,0,0,0,1,0,0,0
562,NonResidential,Commercial,1929,4,78920,Commercial,DOWNTOWN,1.0,80.0,8303666.5,109.85,1.6378203199424741,0,0,1,0,0,0,0,0,0,0,0,0
563,NonResidential,Bureau,1979,7,131143,Bureau,DOWNTOWN,1.0,93.0,5177270.5,109.16,1.0375547855967777,0,1,0,0,0,0,0,0,0,0,0,0
564,NonResidential,Autre,1999,2,947987,Commercial,DOWNTOWN,1.0,,46510960.0,324.25,1.6765531370207731,0,0,1,0,0,0,0,0,0,0,0,0
565,NonResidential,Autre,1908,4,55520,Bureau,EAST,1.0,,3686962.25,150.88,2.74694318056287,0,1,0,0,0,0,0,0,0,0,0,0
566,NonResidential,Bureau,1908,10,132998,Bureau,DOWNTOWN,1.0,97.0,3775187.5,133.8,1.2084236043670809,0,1,0,0,0,0,0,0,0,0,0,0
567,NonResidential,Commercial,1940,3,83118,Commercial,DOWNTOWN,1.0,59.0,2443141.5,27.82,1.3324891131502905,0,0,1,0,0,0,0,0,0,0,0,0
568,NonResidential,Commercial,1924,3,77555,Commercial,DOWNTOWN,1.0,39.0,7802205.5,54.4,1.3007886446666344,0,0,1,0,0,0,0,0,0,0,0,0
569,NonResidential,Bureau,1909,6,51218,Bureau,DOWNTOWN,1.0,57.0,2886141.5,20.12,0.9753019668814494,0,1,0,0,0,0,0,0,0,0,0,0
570,NonResidential,Bureau,1970,29,489182,Bureau,DOWNTOWN,1.0,43.0,36378588.0,426.39,1.37805840454679,0,1,0,0,0,0,0,0,0,0,0,0
571,NonResidential,Bureau,1929,27,216571,Bureau,DOWNTOWN,1.0,62.0,16246106.0,639.72,1.3363493595693428,0,1,0,0,0,0,0,0,0,0,0,0
572,NonResidential,Bureau,1921,13,189175,Bureau,DOWNTOWN,1.0,13.0,19036416.0,132.71,1.3088398778654529,0,1,0,0,0,0,0,0,0,0,0,0
573,NonResidential,Bureau,1998,13,293803,Bureau,DOWNTOWN,1.0,25.0,17074142.0,119.03,1.3182566297842366,0,1,0,0,0,0,0,0,0,0,0,0
574,NonResidential,Bureau,1910,7,122356,Bureau,DOWNTOWN,1.0,91.0,4585070.5,41.8,0.9898779900359875,0,1,0,0,0,0,0,0,0,0,0,0
575,NonResidential,Bureau,1921,3,52298,Bureau,DOWNTOWN,1.0,89.0,1968655.125,13.72,1.3738816715556637,0,1,0,0,0,0,0,0,0,0,0,0
576,NonResidential,Bureau,1911,17,116640,Bureau,DOWNTOWN,1.0,75.0,6758565.5,169.06,1.3435981043827847,0,1,0,0,0,0,0,0,0,0,0,0
577,NonResidential,Bureau,1981,42,1249055,Bureau,DOWNTOWN,1.0,95.0,37980712.0,264.78,1.633339791053059,0,1,0,0,0,0,0,0,0,0,0,0
579,NonResidential,Santé,1988,5,188339,Santé,EAST,1.0,15.0,8523594.0,89.41,2.2947079710660345,0,0,0,0,0,0,0,0,1,0,0,0
580,NonResidential,Scolaire,1916,2,60122,Scolaire,CENTRAL,1.0,,690529.5,9.31,2.8431902620438625,0,0,0,0,0,0,0,0,0,1,0,0
581,NonResidential,Bureau,1910,6,95000,Bureau,DOWNTOWN,1.0,83.0,4052720.0,31.43,1.4237402789427323,0,1,0,0,0,0,0,0,0,0,0,0
582,NonResidential,Bureau,1971,9,224857,Bureau,DOWNTOWN,1.0,79.0,15272491.0,390.67,1.66995494952064,0,1,0,0,0,0,0,0,0,0,0,0
583,NonResidential,Bureau,1998,8,446261,Bureau,DOWNTOWN,1.0,96.0,13568148.0,94.59,1.6026458589725878,0,1,0,0,0,0,0,0,0,0,0,0
584,NonResidential,Autre,1939,2,58492,Autre,GREATER DUWAMISH,1.0,,1594422.5,51.56,1.6730421992793263,1,0,0,0,0,0,0,0,0,0,0,0
585,NonResidential,Bureau,1907,6,62370,Bureau,GREATER DUWAMISH,1.0,30.0,4353025.0,30.35,1.9625172849965205,0,1,0,0,0,0,0,0,0,0,0,0
